Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
7791,MX-2012-140109,1/31/2012,2/3/2012,Second Class,JK-15325,Jason Klamczynski,Corporate,Mexico City,Distrito Federal,Singapore,,LATAM,Southeast Asia,OFF-SU-10000066,Office Supplies,Supplies,"Acme Box Cutter, Serrated",46,2,0,14.72,23.472,Critical
47444,CA-2012-8910,2/5/2012,2/5/2012,Same Day,NG-8355,Nat Gilpin,Corporate,Edmonton,Alberta,Australia,,Canada,Oceania,OFF-SME-10000746,Office Supplies,Storage,"Smead Lockers, Industrial",198.9,1,0,55.68,23.32,High
36238,CA-2012-156482,2/6/2012,2/13/2012,Standard Class,IL-15100,Ivan Liston,Consumer,Wilmington,Delaware,China,19805,US,North Asia,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,0,82.3368,22.89,Low
40380,CA-2012-104038,2/6/2012,2/8/2012,First Class,LO-17170,Lori Olson,Corporate,Suffolk,Virginia,Germany,23434,US,Central,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,146.73,3,0,2.9346,22.58,Medium
45545,QA-2012-1070,2/20/2012,2/24/2012,Standard Class,TC-10980,Tamara Chand,Corporate,Doha,Ad Dawhah,Switzerland,,EMEA,Central,TEC-KON-10003116,Technology,Machines,"Konica Receipt Printer, Red",238.8,2,0,73.98,22.48,Medium
33205,CA-2012-157959,2/3/2012,2/4/2012,First Class,RW-19540,Rick Wilson,Corporate,Los Angeles,California,Germany,90008,US,Central,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0,41.076,21.82,Medium
6475,US-2012-144267,2/6/2012,2/8/2012,First Class,JK-15370,Jay Kimmel,Consumer,Caracas,Distrito Capital,Australia,,LATAM,Oceania,TEC-PH-10002892,Technology,Phones,"Nokia Speaker Phone, Cordless",100.8,2,0.4,-18.48,21.779,Critical
24006,IN-2012-12981,1/31/2012,2/5/2012,Standard Class,JL-15235,Janet Lee,Consumer,Wodonga,Victoria,United States,,APAC,West,OFF-AP-10001191,Office Supplies,Appliances,"Hoover Blender, White",440.64,5,0.1,39.09,21.6,Medium
15024,ES-2012-5709491,2/7/2012,2/11/2012,Standard Class,LP-17080,Liz Pelletier,Consumer,Edinburgh,Scotland,United States,,EU,West,OFF-ST-10003641,Office Supplies,Storage,"Fellowes Trays, Wire Frame",169.38,3,0,42.3,21.52,High
50311,RS-2012-3560,2/13/2012,2/19/2012,Standard Class,BP-1050,Barry Pond,Corporate,Chelyabinsk,Chelyabinsk,India,,EMEA,Central Asia,TEC-KON-10001507,Technology,Machines,"Konica Card Printer, Durable",350.58,2,0,98.16,20.97,Medium
46894,MD-2012-1540,2/10/2012,2/12/2012,Second Class,GB-4575,Giulietta Baptist,Consumer,Chisinau,Chisinau,United States,,EMEA,West,OFF-BIN-10002061,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",185.28,4,0,48.12,20.18,Medium
15644,ES-2012-1721838,2/19/2012,2/23/2012,Standard Class,PK-19075,Pete Kriz,Consumer,Meudon,Ile-de-France,Ukraine,,EU,EMEA,FUR-FU-10003325,Furniture,Furnishings,"Tenex Door Stop, Duo Pack",175.8,4,0,79.08,20.05,Medium
6473,US-2012-144267,2/6/2012,2/8/2012,First Class,JK-15370,Jay Kimmel,Consumer,Caracas,Distrito Capital,France,,LATAM,Central,OFF-PA-10003133,Office Supplies,Paper,"Eaton Cards & Envelopes, 8.5 x 11",59.184,3,0.4,-29.616,19.609,Critical
38391,US-2012-153374,2/9/2012,2/13/2012,Second Class,JF-15565,Jill Fjeld,Consumer,Decatur,Illinois,Cuba,62521,US,Caribbean,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,479.952,6,0.2,89.991,19.4,Medium
2828,MX-2012-114461,2/1/2012,2/5/2012,Standard Class,RM-19375,Raymond Messe,Consumer,Escuintla,Escuintla,Indonesia,,LATAM,Southeast Asia,FUR-CH-10001423,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",192.88,2,0,54,19.265,High
14381,ES-2012-4379168,2/22/2012,2/26/2012,Standard Class,DV-13465,Dianna Vittorini,Consumer,Coventry,England,El Salvador,,EU,Central,TEC-AC-10001904,Technology,Accessories,"Logitech Mouse, Bluetooth",204.96,7,0,92.19,19.13,Medium
6101,US-2012-145485,2/25/2012,2/25/2012,Same Day,JS-15940,Joni Sundaresam,Home Office,Santo Domingo,Santo Domingo,Italy,,LATAM,South,OFF-PA-10003133,Office Supplies,Paper,"Eaton Cards & Envelopes, 8.5 x 11",131.52,5,0.2,-16.48,19.077,High
12646,ES-2012-1444969,2/21/2012,2/28/2012,Standard Class,AG-10900,Arthur Gainer,Consumer,Drancy,Ile-de-France,Germany,,EU,Central,OFF-ST-10002340,Office Supplies,Storage,"Fellowes Shelving, Industrial",157.464,3,0.1,59.454,18.38,Medium
23574,IN-2012-40029,1/27/2012,2/2/2012,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Xichang,Sichuan,Brazil,,APAC,South,TEC-CO-10004125,Technology,Copiers,"Sharp Ink, Laser",248.82,2,0,4.92,18.2,Medium
11385,ES-2012-1059749,2/13/2012,2/16/2012,First Class,SP-20920,Susan Pistek,Consumer,Quimper,Brittany,Spain,,EU,South,FUR-CH-10004969,Furniture,Chairs,"Office Star Bag Chairs, Red",99.792,2,0.1,11.052,18.12,Medium
42374,EG-2012-240,2/20/2012,2/24/2012,Standard Class,ML-7395,Marina Lichtenstein,Corporate,Cairo,Al Qahirah,France,,Africa,Central,OFF-SAN-10004881,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",162.54,6,0,81.18,18.02,Medium
34031,CA-2012-129770,2/21/2012,2/23/2012,Second Class,JE-15715,Joe Elijah,Consumer,Las Cruces,New Mexico,United States,88001,US,East,OFF-PA-10000249,Office Supplies,Paper,Staples,49.12,4,0,23.0864,17.59,Critical
29554,IN-2012-72964,2/6/2012,2/9/2012,First Class,JC-15775,John Castell,Consumer,Bundaberg,Queensland,France,,APAC,Central,OFF-PA-10003511,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",56.943,3,0.1,25.263,17.41,Critical
27633,IN-2012-60441,2/28/2012,2/29/2012,Same Day,HF-14995,Herbert Flentye,Consumer,Melton,Victoria,China,,APAC,North Asia,TEC-MA-10001752,Technology,Machines,"Konica Printer, Durable",482.328,2,0.1,107.148,17,High
24005,IN-2012-12981,1/31/2012,2/5/2012,Standard Class,JL-15235,Janet Lee,Consumer,Wodonga,Victoria,Spain,,APAC,South,TEC-MA-10002871,Technology,Machines,"Panasonic Receipt Printer, Red",212.49,2,0.1,49.53,16.94,Medium
17746,ES-2012-1674960,2/7/2012,2/11/2012,Standard Class,TC-20980,Tamara Chand,Corporate,Graz,Styria,France,,EU,Central,FUR-FU-10002019,Furniture,Furnishings,"Eldon Photo Frame, Black",232.44,4,0,41.76,16.89,High
194,MX-2012-144841,2/15/2012,2/21/2012,Standard Class,BT-11485,Brad Thomas,Home Office,Ibagué,Tolima,El Salvador,,LATAM,Central,OFF-EN-10004995,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",129.76,4,0,42.8,16.642,Medium
42676,EZ-2012-1620,2/22/2012,2/24/2012,Second Class,JH-5910,Jonathan Howell,Consumer,Prague,Prague,United States,,EMEA,East,FUR-HON-10004137,Furniture,Chairs,"Hon Rocking Chair, Set of Two",132.87,1,0,38.52,16.54,Medium
14595,ES-2012-1663353,2/15/2012,2/17/2012,Second Class,ML-18265,Muhammed Lee,Consumer,Hinckley,England,Germany,,EU,Central,OFF-SU-10002785,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",117,3,0,14.04,16.32,High
35619,US-2012-147662,2/14/2012,2/19/2012,Standard Class,KB-16315,Karl Braun,Consumer,Akron,Ohio,United States,44312,US,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,323.982,3,0.4,-80.9955,16.06,High
26682,IN-2012-73440,2/21/2012,2/25/2012,Standard Class,DJ-13630,Doug Jacobs,Consumer,Suzhou,Gansu,Nigeria,,APAC,Africa,FUR-CH-10001397,Furniture,Chairs,"SAFCO Chairmat, Set of Two",124.14,2,0,43.44,15.97,High
17419,ES-2012-4133534,2/6/2012,2/10/2012,Standard Class,AH-10585,Angele Hood,Consumer,Ferrara,Emilia-Romagna,United States,,EU,East,OFF-SU-10000105,Office Supplies,Supplies,"Fiskars Shears, Easy Grip",246.3,5,0,24.6,15.58,High
26170,ID-2012-56192,2/14/2012,2/16/2012,Second Class,KS-16300,Karen Seio,Corporate,Can Tho,Tỉnh Cần Thơ,France,,APAC,Central,OFF-ST-10000327,Office Supplies,Storage,"Smead Folders, Wire Frame",123.7032,9,0.17,-4.5468,15.55,High
21251,IN-2012-63080,2/2/2012,2/8/2012,Standard Class,SV-20365,Seth Vernon,Consumer,Hefei,Anhui,Iran,,APAC,EMEA,OFF-ST-10002834,Office Supplies,Storage,"Smead File Cart, Single Width",773.28,6,0,162.36,15.54,Medium
22543,ID-2012-34772,2/9/2012,2/14/2012,Standard Class,TT-21220,Thomas Thornton,Consumer,Brisbane,Queensland,United States,,APAC,West,OFF-AP-10002326,Office Supplies,Appliances,"Hamilton Beach Microwave, White",757.755,3,0.1,-84.195,15.49,Medium
6655,MX-2012-161872,2/21/2012,2/26/2012,Standard Class,AA-10645,Anna Andreadi,Consumer,Artemisa,Artemisa,Russia,,LATAM,EMEA,TEC-AC-10004853,Technology,Accessories,"Logitech Memory Card, Programmable",209.76,3,0,18.84,15.175,Medium
1934,MX-2012-165491,2/4/2012,2/8/2012,Second Class,CC-12100,Chad Cunningham,Home Office,Guasave,Sinaloa,United States,,LATAM,Central,FUR-CH-10003109,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",381.76,5,0.2,14.26,15.057,Medium
47339,CA-2012-1690,2/10/2012,2/17/2012,Standard Class,RA-9885,Ruben Ausman,Corporate,Toronto,Ontario,Sweden,,Canada,North,OFF-ACC-10001281,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",116.28,6,0,54.54,14.96,Low
1110,US-2012-142699,1/28/2012,2/4/2012,Standard Class,BS-11365,Bill Shonely,Corporate,Portmore,Saint Catherine,Turkey,,LATAM,EMEA,FUR-CH-10000788,Furniture,Chairs,"Hon Rocking Chair, Adjustable",266.22,3,0,5.28,14.944,Medium
32104,CA-2012-140921,2/3/2012,2/5/2012,First Class,AA-10375,Allen Armold,Consumer,Omaha,Nebraska,Australia,68104,US,Oceania,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076,14.94,Critical
9590,MX-2012-140767,2/18/2012,2/22/2012,Standard Class,RB-19795,Ross Baird,Home Office,Valinhos,São Paulo,Italy,,LATAM,South,OFF-AP-10001682,Office Supplies,Appliances,"Hamilton Beach Blender, Black",140.94,3,0,29.58,14.688,Medium
25500,IN-2012-72117,2/16/2012,2/21/2012,Standard Class,TB-21595,Troy Blackwell,Consumer,Singapore,Singapore,Canada,,APAC,Canada,TEC-AC-10001616,Technology,Accessories,"SanDisk Numeric Keypad, Erganomic",170.55,3,0,17.01,14.46,Medium
11387,ES-2012-1059749,2/13/2012,2/16/2012,First Class,SP-20920,Susan Pistek,Consumer,Quimper,Brittany,Mexico,,EU,North,OFF-BI-10004801,Office Supplies,Binders,"Acco Binding Machine, Durable",105.18,2,0,25.2,14.4,Medium
47446,CA-2012-8910,2/5/2012,2/5/2012,Same Day,NG-8355,Nat Gilpin,Corporate,Edmonton,Alberta,Mexico,,Canada,North,OFF-BIN-10004563,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",55.86,2,0,6.12,14.33,High
42678,EZ-2012-1620,2/22/2012,2/24/2012,Second Class,JH-5910,Jonathan Howell,Consumer,Prague,Prague,United States,,EMEA,West,TEC-MOT-10003366,Technology,Phones,"Motorola Audio Dock, Full Size",174.66,1,0,52.38,14.25,Medium
45544,QA-2012-1070,2/20/2012,2/24/2012,Standard Class,TC-10980,Tamara Chand,Corporate,Doha,Ad Dawhah,France,,EMEA,Central,OFF-TEN-10001160,Office Supplies,Storage,"Tenex Trays, Industrial",218.76,4,0,21.84,13.82,Medium
30989,ID-2012-86607,2/20/2012,2/24/2012,Second Class,KL-16645,Ken Lonsdale,Consumer,Nelson,Nelson,Japan,,APAC,North Asia,FUR-CH-10002989,Furniture,Chairs,"SAFCO Bag Chairs, Adjustable",186.948,6,0.4,-74.952,13.45,Medium
23568,IN-2012-40029,1/27/2012,2/2/2012,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Xichang,Sichuan,Iran,,APAC,EMEA,OFF-ST-10001752,Office Supplies,Storage,"Tenex Shelving, Wire Frame",161.19,3,0,27.36,13.42,Medium
26031,ID-2012-47190,2/13/2012,2/15/2012,Second Class,VG-21805,Vivek Grady,Corporate,Jakarta,Jakarta,France,,APAC,Central,FUR-FU-10000815,Furniture,Furnishings,"Eldon Door Stop, Black",73.2336,2,0.27,-8.0664,13.39,High
23567,IN-2012-40029,1/27/2012,2/2/2012,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Xichang,Sichuan,United States,,APAC,South,FUR-FU-10000762,Furniture,Furnishings,"Advantus Light Bulb, Black",140.49,7,0,70.14,13.3,Medium
23571,IN-2012-40029,1/27/2012,2/2/2012,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Xichang,Sichuan,Cuba,,APAC,Caribbean,FUR-CH-10001465,Furniture,Chairs,"Hon Swivel Stool, Red",327.3,2,0,150.54,13.27,Medium
42568,IZ-2012-9240,2/12/2012,2/18/2012,Standard Class,FC-4335,Fred Chung,Corporate,Baghdad,Baghdad,United States,,EMEA,Central,OFF-EAT-10000820,Office Supplies,Paper,"Eaton Message Books, Multicolor",131.94,6,0,60.66,13.21,Medium
14654,ES-2012-5808020,2/14/2012,2/19/2012,Second Class,ND-18370,Natalie DeCherney,Consumer,London,England,Brazil,,EU,South,OFF-EN-10002013,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",59.184,4,0.1,26.304,13.14,High
20800,IN-2012-17363,1/30/2012,2/3/2012,Standard Class,TP-21415,Tom Prescott,Consumer,Gold Coast,Queensland,France,,APAC,Central,OFF-BI-10004240,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",135.351,3,0.1,54.081,13.12,Medium
8516,MX-2012-160843,2/13/2012,2/19/2012,Standard Class,PW-19030,Pauline Webber,Corporate,Escuintla,Escuintla,Hungary,,LATAM,EMEA,OFF-ST-10002371,Office Supplies,Storage,"Rogers File Cart, Industrial",188.8,2,0,1.88,13.038,Medium
44404,TU-2012-8250,2/7/2012,2/11/2012,Second Class,EM-4095,Eudokia Martin,Corporate,Antalya,Antalya,Australia,,EMEA,Oceania,TEC-SAN-10004424,Technology,Accessories,"SanDisk Router, Bluetooth",102.54,1,0.6,-53.85,12.98,Medium
41416,IZ-2012-7690,2/6/2012,2/9/2012,First Class,IG-5085,Ivan Gibson,Consumer,Mosul,Ninawa,United States,,EMEA,East,TEC-ENE-10001466,Technology,Accessories,"Enermax Memory Card, Erganomic",112.2,1,0,52.71,12.93,Medium
17100,ES-2012-1491373,2/9/2012,2/13/2012,Standard Class,EB-13840,Ellis Ballard,Corporate,Wiesbaden,Hesse,China,,EU,North Asia,OFF-AR-10004825,Office Supplies,Art,"BIC Canvas, Fluorescent",219.84,4,0,76.92,12.79,Medium
11503,ES-2012-4306010,2/23/2012,2/25/2012,First Class,PB-19210,Phillip Breyer,Corporate,Coventry,England,Argentina,,EU,South,OFF-BI-10002738,Office Supplies,Binders,"Acco Index Tab, Clear",48.24,6,0,20.16,12.43,High
21254,IN-2012-63080,2/2/2012,2/8/2012,Standard Class,SV-20365,Seth Vernon,Consumer,Hefei,Anhui,China,,APAC,North Asia,OFF-BI-10002881,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",244.8,5,0,4.8,12.2,Medium
11558,ES-2012-1428608,2/10/2012,2/12/2012,Second Class,JE-16165,Justin Ellison,Corporate,Sandnes,Rogaland,Germany,,EU,Central,OFF-SU-10003511,Office Supplies,Supplies,"Kleencut Ruler, High Speed",54.24,4,0,11.88,12.14,Critical
17755,IT-2012-2429268,2/18/2012,2/22/2012,Second Class,FH-14365,Fred Hopkins,Corporate,Perugia,Umbria,China,,EU,North Asia,OFF-SU-10002214,Office Supplies,Supplies,"Stiletto Box Cutter, Serrated",65.34,2,0,30,12.09,High
44405,TU-2012-8250,2/7/2012,2/11/2012,Second Class,EM-4095,Eudokia Martin,Corporate,Antalya,Antalya,Philippines,,EMEA,Southeast Asia,OFF-SAN-10001295,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",69.624,6,0.6,-85.356,11.91,Medium
21336,IN-2012-44180,2/22/2012,2/26/2012,Standard Class,KH-16360,Katherine Hughes,Consumer,Sydney,New South Wales,Panama,,APAC,Central,OFF-SU-10002709,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",106.38,4,0.1,36.54,11.78,Medium
298,MX-2012-164210,2/10/2012,2/14/2012,Standard Class,RB-19795,Ross Baird,Home Office,Santiago de Cuba,Santiago de Cuba,United States,,LATAM,West,FUR-CH-10001616,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",123.24,3,0,33.24,11.524,Medium
22560,IN-2012-72040,2/10/2012,2/13/2012,First Class,MA-17995,Michelle Arnett,Home Office,Medan,Sumatera Utara,Belgium,,APAC,Central,OFF-ST-10001342,Office Supplies,Storage,"Fellowes Trays, Blue",95.2674,2,0.17,30.9474,11.44,Medium
9592,MX-2012-140767,2/18/2012,2/22/2012,Standard Class,RB-19795,Ross Baird,Home Office,Valinhos,São Paulo,Mexico,,LATAM,North,TEC-MA-10004985,Technology,Machines,"StarTech Card Printer, Durable",436.32,4,0,4.32,11.237,Medium
40205,CA-2012-109603,1/26/2012,2/1/2012,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Moreno Valley,California,China,92553,US,North Asia,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.72,8,0,84.0512,11.2,Medium
33084,CA-2012-154326,2/15/2012,2/19/2012,Standard Class,RP-19855,Roy Phan,Corporate,Kenosha,Wisconsin,United States,53142,US,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0,64.7856,11.15,Medium
13440,ES-2012-5307098,2/6/2012,2/8/2012,Second Class,JL-15505,Jeremy Lonsdale,Consumer,Vigo,Galicia,Brazil,,EU,South,OFF-PA-10000876,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",111.84,4,0,16.68,11.08,Medium
23572,IN-2012-40029,1/27/2012,2/2/2012,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Xichang,Sichuan,Germany,,APAC,Central,FUR-CH-10000825,Furniture,Chairs,"SAFCO Chairmat, Red",179.46,3,0,69.93,10.98,Medium
28769,IN-2012-11266,2/13/2012,2/20/2012,Standard Class,SR-20425,Sharelle Roach,Home Office,Perth,Western Australia,Mexico,,APAC,North,TEC-AC-10002221,Technology,Accessories,"Memorex Mouse, Bluetooth",152.118,6,0.1,3.258,10.86,Low
48516,RW-2012-8200,2/20/2012,2/24/2012,Standard Class,SG-10890,Susan Gilcrest,Corporate,Kigali,Kigali,Pakistan,,Africa,Central Asia,FUR-ADV-10000108,Furniture,Furnishings,"Advantus Clock, Erganomic",200.04,4,0,1.92,10.8,Medium
6762,MX-2012-151904,2/1/2012,2/3/2012,First Class,DJ-13420,Denny Joy,Corporate,Villa Canales,Guatemala,India,,LATAM,Central Asia,OFF-PA-10003571,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",94.02,3,0,1.86,10.734,Medium
1106,US-2012-142699,1/28/2012,2/4/2012,Standard Class,BS-11365,Bill Shonely,Corporate,Portmore,Saint Catherine,Australia,,LATAM,Oceania,TEC-PH-10002068,Technology,Phones,"Apple Office Telephone, with Caller ID",217.6,5,0,50,10.624,Medium
11630,ES-2012-4132905,2/2/2012,2/7/2012,Second Class,RK-19300,Ralph Kennedy,Consumer,Vesoul,Franche-Comté,Mexico,,EU,North,OFF-AP-10000172,Office Supplies,Appliances,"Cuisinart Toaster, Silver",97.578,2,0.1,14.058,10.46,Medium
46016,TU-2012-8800,1/30/2012,2/1/2012,Second Class,IL-5100,Ivan Liston,Consumer,Istanbul,Istanbul,United States,,EMEA,East,OFF-FEL-10001541,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",165.12,2,0.6,-61.92,10.36,High
34005,CA-2012-121797,1/30/2012,2/6/2012,Standard Class,CC-12145,Charles Crestani,Consumer,Los Angeles,California,Czech Republic,90049,US,EMEA,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7,0,81.8496,10.28,Medium
42677,EZ-2012-1620,2/22/2012,2/24/2012,Second Class,JH-5910,Jonathan Howell,Consumer,Prague,Prague,Cuba,,EMEA,Caribbean,TEC-CIS-10003676,Technology,Phones,"Cisco Headset, with Caller ID",88.44,1,0,35.37,10.27,Medium
1770,MX-2012-167619,2/21/2012,2/24/2012,First Class,PW-19240,Pierre Wener,Consumer,Granada,Granada,Spain,,LATAM,South,OFF-AR-10002115,Office Supplies,Art,"Boston Canvas, Fluorescent",73.2,2,0,25.6,10.063,Medium
1145,US-2012-122252,2/2/2012,2/9/2012,Standard Class,JF-15415,Jennifer Ferguson,Consumer,Zapopan,Jalisco,Ukraine,,LATAM,EMEA,FUR-FU-10004596,Furniture,Furnishings,"Tenex Door Stop, Black",122.892,7,0.4,-67.648,9.914,Medium
42011,SF-2012-1380,2/14/2012,2/16/2012,First Class,MO-7800,Meg O'Connel,Home Office,Pretoria,Gauteng,France,,Africa,Central,OFF-AVE-10003740,Office Supplies,Binders,"Avery Binding Machine, Clear",96.6,2,0,11.58,9.87,Critical
39432,CA-2012-121776,2/16/2012,2/21/2012,Standard Class,RD-19585,Rob Dowd,Consumer,Los Angeles,California,New Zealand,90008,US,Oceania,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,7,0,41.2237,9.83,High
30389,ID-2012-82610,2/13/2012,2/13/2012,Same Day,JL-15850,John Lucas,Consumer,Auckland,Auckland,Italy,,APAC,South,OFF-PA-10003320,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled",39.816,4,0.4,-19.944,9.7,Critical
10905,IT-2012-1819598,2/22/2012,2/28/2012,Standard Class,NF-18595,Nicole Fjeld,Home Office,Sassari,Sardinia,Colombia,,EU,South,TEC-MA-10001139,Technology,Machines,"Okidata Receipt Printer, Wireless",147.492,2,0.4,-31.968,9.69,Medium
6217,MX-2012-111171,2/14/2012,2/19/2012,Second Class,AB-10015,Aaron Bergman,Consumer,Mixco,Guatemala,United States,,LATAM,Central,FUR-FU-10000975,Furniture,Furnishings,"Eldon Clock, Black",75.36,2,0,30.12,9.629,High
25501,IN-2012-72117,2/16/2012,2/21/2012,Standard Class,TB-21595,Troy Blackwell,Consumer,Singapore,Singapore,Mexico,,APAC,North,OFF-EN-10002924,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint",150.66,3,0,9,9.56,Medium
45256,JO-2012-9420,1/29/2012,2/2/2012,Standard Class,RH-9510,Rick Huthwaite,Home Office,Amman,'Amman,Indonesia,,EMEA,Southeast Asia,FUR-ELD-10003479,Furniture,Furnishings,"Eldon Clock, Durable",214.2,4,0,64.2,9.55,Medium
23570,IN-2012-40029,1/27/2012,2/2/2012,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Xichang,Sichuan,Netherlands,,APAC,Central,OFF-BI-10000621,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",91.35,3,0,44.73,9.54,Medium
2827,MX-2012-114461,2/1/2012,2/5/2012,Standard Class,RM-19375,Raymond Messe,Consumer,Escuintla,Escuintla,United States,,LATAM,South,OFF-SU-10001750,Office Supplies,Supplies,"Stiletto Trimmer, High Speed",57,2,0,24.48,9.512,High
76,MX-2012-156720,2/17/2012,2/22/2012,Standard Class,FM-14215,Filia McAdams,Corporate,Monterrey,Nuevo León,United States,,LATAM,West,OFF-EN-10002122,Office Supplies,Envelopes,"Jiffy Mailers, with clear poly window",135.7,5,0,31.2,9.463,Medium
23303,IN-2012-56514,2/4/2012,2/8/2012,Standard Class,SC-20095,Sanjit Chand,Consumer,Semarang,Jawa Tengah,Libya,,APAC,Africa,OFF-SU-10001689,Office Supplies,Supplies,"Acme Box Cutter, Easy Grip",104.463,5,0.47,-88.737,9.05,High
21334,IN-2012-44180,2/22/2012,2/26/2012,Standard Class,KH-16360,Katherine Hughes,Consumer,Sydney,New South Wales,Australia,,APAC,Oceania,OFF-BI-10004250,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",131.22,5,0.1,27.57,8.93,Medium
46163,CM-2012-6400,2/2/2012,2/6/2012,Standard Class,SC-10095,Sanjit Chand,Consumer,Loum,Littoral,United Kingdom,,Africa,North,FUR-SAU-10000209,Furniture,Bookcases,"Sauder Corner Shelving, Metal",146.76,1,0,42.54,8.87,Medium
14593,ES-2012-1663353,2/15/2012,2/17/2012,Second Class,ML-18265,Muhammed Lee,Consumer,Hinckley,England,Honduras,,EU,Central,OFF-FA-10000256,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack",57.87,3,0,23.13,8.86,High
11386,ES-2012-1059749,2/13/2012,2/16/2012,First Class,SP-20920,Susan Pistek,Consumer,Quimper,Brittany,France,,EU,Central,OFF-AR-10003247,Office Supplies,Art,"Boston Highlighters, Water Color",88.2,4,0,15.84,8.83,Medium
39122,CA-2012-127327,2/3/2012,2/7/2012,Standard Class,PW-19030,Pauline Webber,Corporate,Rome,New York,Mexico,13440,US,North,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",90.882,1,0.1,15.147,8.76,High
24007,IN-2012-12981,1/31/2012,2/5/2012,Standard Class,JL-15235,Janet Lee,Consumer,Wodonga,Victoria,Portugal,,APAC,South,TEC-PH-10001428,Technology,Phones,"Motorola Headset, VoIP",215.541,3,0.1,7.101,8.73,Medium
42880,SF-2012-4060,1/31/2012,2/1/2012,First Class,LW-7125,Liz Willingham,Consumer,East London,Eastern Cape,United States,,Africa,Central,OFF-BIC-10004557,Office Supplies,Art,"BIC Canvas, Blue",53.7,1,0,4.29,8.73,High
2485,MX-2012-131863,2/14/2012,2/21/2012,Standard Class,TS-21610,Troy Staebel,Consumer,Juárez,Chihuahua,Hong Kong,,LATAM,North Asia,OFF-SU-10002402,Office Supplies,Supplies,"Stiletto Box Cutter, Steel",70.74,3,0,33.24,8.716,Medium
39060,CA-2012-103093,2/3/2012,2/7/2012,Standard Class,FO-14305,Frank Olsen,Consumer,Columbus,Georgia,France,31907,US,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staples,74.52,9,0,35.0244,8.44,High
17705,ES-2012-5356719,2/20/2012,2/23/2012,Second Class,JC-15385,Jenna Caffey,Consumer,Le Havre,Upper Normandy,Austria,,EU,EMEA,OFF-BI-10002459,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",100.26,2,0,21,8.42,Medium
30387,ID-2012-82610,2/13/2012,2/13/2012,Same Day,JL-15850,John Lucas,Consumer,Auckland,Auckland,Spain,,APAC,South,TEC-AC-10002145,Technology,Accessories,"Belkin Memory Card, Programmable",69.786,1,0.4,-22.104,8.33,Critical
